Word	CEFR	Part of Speech
instruct	“C1”	Verb
progression	“C1”	Noun
adverse	“C1”	Adjective
fate	“C1”	Noun
seize	“C1”	Verb
appreciation	“C1”	Noun
currency	“C1”	Noun
thorough	“C1”	Adjective
publicly	“C1”	Adverb
balanced	“C1”	Adjective
additionally	“C1”	Adverb
networking	“C1”	Noun
informative	“C1”	Adjective
aspiration	“C1”	Noun
cluster	“C1”	Noun
administrator	“C1”	Noun
governance	“C2”	Noun
accomplish	“C1”	Verb
reliability	“C1”	Noun
agriculture	“C1”	Noun
oversee	“C1”	Verb
worldwide	“C1”	Adjective
generic	“C1”	Adjective
accounting	“C1”	Noun
density	“C1”	Noun
functionality	“C1”	Noun
striking	“C1”	Adjective
embark	“C1”	Verb
entity	“C1”	Noun
efficiently	“C1”	Adverb
popularity	“C1”	Noun
prediction	“C1”	Noun
dominant	“C1”	Adjective
seemingly	“C1”	Adverb
surroundings	“C1”	Noun
thesis	“C1”	Noun
anger	“C1”	Noun
influential	“C1”	Adjective
celebrity	“C1”	Noun
inadequate	“C1”	Adjective
coaching	“C1”	Noun
hazard	“C1”	Noun
consensus	“C1”	Noun
finance	“C1”	Verb
intensity	“C1”	Noun
referral	“C1”	Noun
classification	“C1”	Noun
productivity	“C1”	Noun
sensitivity	“C1”	Noun
enhanced	“C1”	Adjective
reporting	“C1”	Noun
spite	“C1”	Noun
refresh	“C1”	Verb
Catholic	“C1”	Noun
attribute	“C1”	Noun
Canadian	“C1”	Noun
Australian	“C1”	Noun
literacy	“C1”	Noun
Holocaust	“C1”	Noun
execution	“C1”	Noun
consciousness	“C1”	Noun
foster	“C1”	Verb
tactic	“C1”	Noun
yield	“C1”	Verb
refugee	“C1”	Noun
classic	“C1”	Noun
Olympics	“C1”	Noun
meaningful	“C1”	Adjective
kindly	“C1”	Adverb
isolation	“C1”	Noun
invasion	“C1”	Noun
substantially	“C1”	Adverb
static	“C1”	Adjective
advisor	“C1”	Noun
specified	“C1”	Adjective
profound	“C1”	Adjective
legitimate	“C1”	Adjective
simulation	“C1”	Noun
productive	“C1”	Adjective
classify	“C1”	Verb
elegant	“C1”	Adjective
obstacle	“C1”	Noun
clarity	“C1”	Noun
import	“C1”	Noun
Satan	“C1”	Noun
inappropriate	“C1”	Adjective
quarterly	“C1”	Adjective
mailing	“C1”	Noun
enthusiast	“C1”	Noun
Sri Lanka	“C1”	Noun
counsel	“C1”	Verb
mainstream	“C1”	Adjective
endless	“C1”	Adjective
simplify	“C1”	Verb
detection	“C1”	Noun
appropriately	“C1”	Adverb
partially	“C1”	Adverb
template	“C1”	Noun
explicit	“C1”	Adjective
risk	“C1”	Verb
gathering	“C1”	Noun
graduate	“C1”	Verb
greet	“C1”	Verb
attain	“C1”	Verb
diameter	“C1”	Noun
spokesman	“C1”	Noun
mathematics	“C1”	Noun
extensively	“C1”	Adverb
architectural	“C1”	Adjective
induce	“C1”	Verb
adaptation	“C1”	Noun
compromise	“C1”	Verb
scholarship	“C1”	Noun
inhabitant	“C1”	Noun
delight	“C1”	Noun
sharing	“C1”	Noun
supervise	“C1”	Verb
accelerate	“C1”	Verb
declaration	“C1”	Noun
position	“C1”	Verb
Hungary	“C1”	Noun
widen	“C1”	Verb
orientation	“C1”	Noun
pathway	“C1”	Noun
Baptist	“C2”	Adjective
competent	“C1”	Adjective
mathematical	“C1”	Adjective
desktop	“C1”	Noun
terrorism	“C1”	Noun
rival	“C1”	Noun
marine	“C1”	Adjective
dispose	“C1”	Verb
ie	“C1”	Abbreviation
faculty	“C1”	Noun
equation	“C1”	Noun
single	“C1”	Noun
likewise	“C1”	Adverb
particle	“C1”	Noun
discretion	“C1”	Noun
ethic	“C1”	Noun
tutorial	“C1”	Noun
pricing	“C1”	Noun
formulate	“C1”	Verb
underway	“C1”	Adjective
viewing	“C1”	Noun
recipient	“C1”	Noun
equity	“C1”	Noun
photographic	“C1”	Adjective
monument	“C1”	Noun
Malaysian	“C1”	Adjective
portray	“C1”	Verb
activist	“C1”	Noun
attachment	“C1”	Noun
disclose	“C1”	Verb
vibrant	“C1”	Adjective
summit	“C1”	Noun
retrieve	“C1”	Verb
armed	“C1”	Adjective
accredit	“C2”	Verb
ship	“C1”	Verb
mirror	“C1”	Verb
working	“C1”	Adjective
crash	“C1”	Verb
lyric	“C1”	Noun
royal	“C1”	Adjective
liberal	“C1”	Adjective
leather	“C1”	Noun
banner	“C1”	Noun
collapse	“C1”	Noun
well	“C1”	Noun
tragedy	“C1”	Noun
sail	“C1”	Verb
Arabia	“C1”	Noun
unfair	“C1”	Adjective
bug	“C1”	Noun
accessory	“C1”	Noun
Syria	“C1”	Noun
bulk	“C1”	Noun
monitor	“C1”	Noun
turnover	“C1”	Noun
super	“C1”	Adjective
collapse	“C1”	Verb
packaging	“C1”	Noun
evil	“C1”	Noun
fitting	“C1”	Adjective
across	“C1”	Adverb
parliament	“C1”	Noun
pole	“C1”	Noun
observer	“C1”	Noun
compact	“C1”	Adjective
runner	“C1”	Noun
instructor	“C1”	Noun
ton	“C1”	Noun
brave	“C1”	Adjective
license	“C1”	Verb
keeper	“C1”	Noun
meantime	“C1”	Noun
spin	“C1”	Verb
wake	“C1”	Noun
Thai	“C1”	Adjective
shareholder	“C1”	Noun
portable	“C1”	Adjective
stairs	“C1”	Noun
fortunate	“C1”	Adjective
harbour	“C1”	Noun
flash	“C1”	Noun
Buddhism	“C1”	Noun
poorly	“C1”	Adverb
biology	“C1”	Noun
psychology	“C1”	Noun
geography	“C1”	Noun
casualty	“C1”	Noun
supervisor	“C1”	Noun
trainee	“C1”	Noun
Brazilian	“C1”	Adjective
cave	“C1”	Noun
rank	“C1”	Verb
earnings	“C1”	Noun
amount	“C1”	Verb
alert	“C1”	Verb
quietly	“C1”	Adverb
contract	“C1”	Verb
fibre	“C1”	Noun
gross	“C1”	Adjective
bearing	“C1”	Noun
unfortunate	“C1”	Adjective
fare	“C1”	Noun
crown	“C1”	Noun
medal	“C1”	Noun
norm	“C1”	Noun
supplement	“C1”	Verb
pump	“C1”	Noun
postal	“C1”	Adjective
police	“C1”	Verb
desert	“C1”	Noun
rope	“C1”	Noun
encouraging	“C1”	Adjective
composer	“C1”	Noun
am	“C1”	Abbreviation
globe	“C1”	Noun
province	“C1”	Noun
kingdom	“C1”	Noun
mirror	“C1”	Noun
hunting	“C1”	Noun
Ghana	“C1”	Noun
hip	“C1”	Noun
rightly	“C1”	Adverb
tune	“C1”	Verb
go	“C1”	Noun
handful	“C1”	Noun
artwork	“C1”	Noun
liberty	“C1”	Noun
cricket	“C1”	Noun
clay	“C1”	Noun
wound	“C1”	Noun
furnish	“C1”	Verb
daily	“C1”	Adverb
wheelchair	“C1”	Noun
closed	“C1”	Adjective
lamp	“C1”	Noun
cafe	“C1”	Noun
terrace	“C1”	Noun
coin	“C1”	Noun
odds	“C1”	Noun
circulation	“C1”	Noun
banking	“C1”	Noun
picture	“C1”	Verb
object	“C1”	Verb
grave	“C1”	Noun
dark	“C1”	Noun
gear	“C1”	Verb
indoor	“C1”	Adjective
lease	“C1”	Noun
tuition	“C1”	Noun
resign	“C1”	Verb
cliff	“C1”	Noun
flat	“C1”	Noun
killer	“C1”	Noun
meter	“C1”	Noun
bare	“C1”	Adjective
oxygen	“C1”	Noun
forgive	“C1”	Verb
ID	“C1”	Noun
bear	“C1”	Noun
drain	“C1”	Verb
chemistry	“C1”	Noun
shallow	“C1”	Adjective
sympathy	“C1”	Noun
offend	“C1”	Verb
gateway	“C2”	Noun
anonymous	“C1”	Adjective
truck	“C1”	Noun
controversy	“C1”	Noun
dull	“C1”	Adjective
sum	“C1”	Verb
splendid	“C1”	Adjective
overnight	“C1”	Adjective
steer	“C1”	Verb
lens	“C1”	Noun
flame	“C1”	Noun
drum	“C1”	Noun
correction	“C1”	Noun
stall	“C1”	Noun
seal	“C1”	Verb
code	“C1”	Verb
plus	“C1”	Preposition
anxious	“C1”	Adjective
flesh	“C1”	Noun
folder	“C1”	Noun
seal	“C1”	Noun
cathedral	“C1”	Noun
magical	“C1”	Adjective
mask	“C1”	Noun
Uganda	“C1”	Noun
magic	“C1”	Noun
cycling	“C1”	Noun
ferry	“C1”	Noun
lap	“C1”	Noun
interfere	“C1”	Verb
blend	“C1”	Noun
lab	“C1”	Noun
Norwegian	“C1”	Adjective
passionate	“C1”	Adjective
repeat	“C1”	Noun
punishment	“C1”	Noun
fixture	“C1”	Noun
Italian	“C1”	Noun
practically	“C1”	Adverb
magic	“C1”	Adjective
cabinet	“C1”	Noun
tent	“C1”	Noun
dive	“C1”	Verb
lung	“C1”	Noun
disturb	“C1”	Verb
voting	“C1”	Noun
header	“C1”	Noun
marker	“C1”	Noun
fatal	“C1”	Adjective
athlete	“C1”	Noun
charming	“C1”	Adjective
forecast	“C1”	Noun
prescription	“C1”	Noun
brand	“C1”	Verb
former	“C1”	Pronoun
Lebanon	“C1”	Noun
delicious	“C1”	Adjective
nowadays	“C1”	Adverb
selling	“C1”	Noun
sketch	“C1”	Noun
carriage	“C1”	Noun
angel	“C1”	Noun
protective	“C1”	Adjective
trader	“C1”	Noun
forge	“C1”	Verb
hesitate	“C1”	Verb
forward	“C1”	Verb
auction	“C1”	Noun
next	“C1”	Adverb
likes	“C1”	Noun
definite	“C1”	Adjective
corridor	“C1”	Noun
regret	“C1”	Verb
weave	“C1”	Verb
strip	“C1”	Verb
objective	“C1”	Adjective
spare	“C1”	Verb
joint	“C1”	Noun
number	“C1”	Verb
Kurdish	“C1”	Adjective
swing	“C1”	Noun
Sudan	“C1”	Noun
drum	“C1”	Verb
dancer	“C1”	Noun
Malta	“C1”	Noun
slave	“C1”	Noun
Iceland	“C1”	Noun
bitter	“C1”	Adjective
permanently	“C1”	Adverb
high	“C1”	Adverb
arrest	“C1”	Noun
opposite	“C1”	Preposition
sacred	“C1”	Adjective
burst	“C1”	Noun
export	“C1”	Verb
inflation	“C1”	Noun
march	“C1”	Verb
copper	“C1”	Noun
costume	“C1”	Noun
pump	“C1”	Verb
ghost	“C1”	Noun
utterly	“C1”	Adverb
trap	“C1”	Verb
warm	“C1”	Verb
counter	“C1”	Noun
continuously	“C1”	Adverb
brass	“C1”	Noun
delicate	“C1”	Adjective
preferably	“C1”	Adverb
tempt	“C1”	Verb
giant	“C1”	Noun
neat	“C1”	Adjective
Nazi	“C1”	Adjective
twist	“C1”	Noun
frame	“C1”	Verb
underline	“C1”	Verb
swing	“C1”	Verb
sunshine	“C1”	Noun
heal	“C1”	Verb
ally	“C1”	Noun
skip	“C1”	Verb
upwards	“C1”	Adverb
forward	“C1”	Adjective
theft	“C1”	Noun
nomination	“C1”	Noun
beat	“C1”	Noun
triumph	“C1”	Noun
preach	“C1”	Verb
stylish	“C1”	Adjective
broker	“C1”	Noun
representative	“C1”	Adjective
intermediate	“C1”	Adjective
sword	“C1”	Noun
reproduction	“C1”	Noun
injection	“C1”	Noun
airline	“C1”	Noun
nightmare	“C1”	Noun
stare	“C1”	Verb
neutral	“C1”	Adjective
gang	“C1”	Noun
screen	“C1”	Verb
backing	“C1”	Noun
echo	“C1”	Verb
breed	“C1”	Noun
cotton	“C1”	Noun
liquid	“C1”	Adjective
blessing	“C1”	Noun
boost	“C1”	Noun
uniform	“C1”	Noun
oak	“C1”	Noun
colony	“C1”	Noun
monster	“C1”	Noun
mud	“C1”	Noun
delighted	“C1”	Adjective
walking	“C1”	Noun
trailer	“C1”	Noun
palace	“C1”	Noun
quit	“C1”	Verb
fade	“C1”	Verb
unhappy	“C1”	Adjective
laser	“C1”	Noun
impact	“C1”	Verb
fly	“C1”	Noun
graph	“C1”	Noun
compensate	“C1”	Verb
beam	“C1”	Noun
medium	“C1”	Adjective
amaze	“C1”	Verb
fluid	“C1”	Noun
anymore	“C1”	Adverb
mining	“C1”	Noun
cruise	“C1”	Noun
fraction	“C1”	Noun
cleaning	“C1”	Noun
badge	“C1”	Noun
dump	“C1”	Verb
verbal	“C1”	Adjective
handbook	“C1”	Noun
far	“C1”	Adjective
privately	“C1”	Adverb
appliance	“C1”	Noun
crush	“C1”	Verb
chapel	“C1”	Noun
teenage	“C1”	Adjective
technically	“C1”	Adverb
casual	“C1”	Adjective
chaos	“C1”	Noun
whatsoever	“C1”	Adverb
board	“C1”	Verb
quest	“C1”	Noun
rumour	“C1”	Noun
surgeon	“C1”	Noun
sorry	“C1”	Adjective
scatter	“C1”	Verb
exceptionally	“C1”	Adverb
gospel	“C1”	Noun
dawn	“C1”	Noun
listener	“C1”	Noun
basics	“C1”	Noun
lean	“C1”	Verb
exhaust	“C1”	Verb
fellowship	“C1”	Noun
gold	“C1”	Adjective
mini	“C1”	Adjective
tragic	“C1”	Adjective
incorrect	“C1”	Adjective
missing	“C1”	Adjective
amateur	“C1”	Adjective
tick	“C1”	Verb
complication	“C1”	Noun
confess	“C1”	Verb
stock	“C1”	Verb
explode	“C1”	Verb
patience	“C1”	Noun
nineteenth	“C1”	Number
pad	“C1”	Noun
warehouse	“C1”	Noun
criminal	“C1”	Noun
radiation	“C1”	Noun
interrupt	“C1”	Verb
ill	“C1”	Adverb
fit	“C1”	Adjective
miracle	“C1”	Noun
seating	“C1”	Noun
advisory	“C1”	Adjective
comic	“C1”	Adjective
uncomfortable	“C1”	Adjective
financially	“C1”	Adverb
proceeds	“C1”	Noun
jet	“C1”	Noun
sacrifice	“C1”	Noun
cure	“C1”	Verb
corruption	“C1”	Noun
seat	“C1”	Verb
grammar	“C1”	Noun
bargain	“C1”	Noun
treat	“C1”	Noun
puzzle	“C1”	Noun
vocabulary	“C1”	Noun
hunt	“C1”	Verb
opera	“C1”	Noun
sense	“C1”	Verb
sometime	“C1”	Adverb
passport	“C1”	Noun
flood	“C1”	Verb
panic	“C1”	Noun
tile	“C1”	Noun
beast	“C1”	Noun
overlap	“C1”	Verb
clash	“C1”	Noun
glance	“C1”	Noun
seller	“C1”	Noun
cure	“C1”	Noun
desperately	“C1”	Adverb
root	“C1”	Verb
trophy	“C1”	Noun
insurer	“C1”	Noun
counter	“C1”	Verb
tricky	“C1”	Adjective
calm	“C1”	Adjective
least	“C1”	Determiner
unclear	“C1”	Adjective
extreme	“C1”	Noun
deep	“C1”	Adverb
conservative	“C1”	Adjective
twentieth	“C1”	Number
harm	“C1”	Verb
guard	“C1”	Verb
shock	“C1”	Verb
filter	“C1”	Verb
referee	“C1”	Noun
vein	“C1”	Noun
marked	“C1”	Adjective
mighty	“C1”	Adjective
liver	“C1”	Noun
apologise	“C1”	Verb
sympathetic	“C1”	Adjective
postage	“C1”	Noun
punish	“C1”	Verb
remark	“C1”	Verb
ignorance	“C1”	Noun
murder	“C1”	Verb
decoration	“C1”	Noun
drift	“C1”	Verb
tip	“C1”	Verb
flash	“C1”	Verb
hook	“C1”	Verb
grind	“C1”	Verb
fair	“C1”	Noun
cruise	“C1”	Verb
bullet	“C1”	Noun
brigade	“C1”	Noun
MA	“C1”	Abbreviation
noon	“C1”	Noun
voucher	“C1”	Noun
soak	“C1”	Verb
loyal	“C1”	Adjective
silver	“C1”	Adjective
arrow	“C1”	Noun
subsidy	“C1”	Noun
bully	“C1”	Verb
batch	“C1”	Noun
contemplate	“C1”	Verb
bake	“C1”	Verb
congregation	“C1”	Noun
assistant	“C1”	Adjective
accountant	“C1”	Noun
trap	“C1”	Noun
time	“C1”	Verb
abuse	“C1”	Verb
choir	“C1”	Noun
bet	“C1”	Noun
helicopter	“C1”	Noun
scratch	“C1”	Noun
bush	“C1”	Noun
tray	“C1”	Noun
snap	“C1”	Verb
needle	“C1”	Noun
greenhouse	“C1”	Noun
cruel	“C1”	Adjective
scratch	“C1”	Verb
fool	“C1”	Noun
peculiar	“C1”	Adjective
rocket	“C1”	Noun
goodness	“C1”	Noun
corn	“C1”	Noun
recorder	“C1”	Noun
presume	“C1”	Verb
boiler	“C1”	Noun
roundabout	“C1”	Noun
bite	“C1”	Noun
grief	“C1”	Noun
crap	“C1”	Noun
bulb	“C1”	Noun
kidney	“C1”	Noun
fish	“C1”	Verb
brush	“C1”	Verb
pensioner	“C1”	Noun
bleed	“C1”	Verb
damn	“C1”	Adverb
cunt	“C1”	Noun
pissed	“C1”	Adjective
bleeding	“C1”	Adjective
pussy	“C1”	noun
polish	“C1”	Noun
pigeon	“C1”	Noun
cock	“C1”	Noun
babe	“C1”	Noun
navy	“C1”	Adjective
wax	“C1”	Noun
stew	“C1”	Noun
buggy	“C1”	Noun
darts	“C1”	Noun
sprout	“C1”	Noun
dodgy	“C1”	Adjective
scrub	“C1”	Verb
wanker	“C1”	Noun
rib	“C1”	Noun
shuffle	“C1”	Verb
beep	“C1”	Noun
pastry	“C1”	Noun
ribbon	“C1”	Noun
scarf	“C1”	Noun
drip	“C1”	Verb
potty	“C1”	Noun
digger	“C1”	Noun
liar	“C1”	Noun
sew	“C1”	Verb
hairy	“C1”	Adjective
hopeless	“C1”	Adjective
tasty	“C1”	Adjective
patio	“C1”	Noun
indoors	“C1”	Adverb
crawl	“C1”	Verb
scrap	“C1”	Noun
teapot	“C1”	Noun
ashtray	“C1”	Noun
pants	“C1”	Noun
squash	“C1”	Verb
rewind	“C1”	Verb
whereabouts	“C1”	adverb
pony	“C1”	Noun
plaster	“C1”	Noun
tramp	“C1”	Noun
squash	“C1”	Noun
ski	“C1”	Verb
grape	“C1”	Noun
dustbin	“C1”	Noun
grill	“C1”	Noun
peel	“C1”	Verb
sticker	“C1”	Noun
knackered	“C1”	Adjective
muck	“C1”	Verb
shag	“C1”	Verb
straw	“C1”	Noun
worrying	“C1”	Adjective
jaw	“C1”	Noun
lager	“C1”	Noun
stool	“C1”	Noun
bung	“C1”	Verb
vinegar	“C1”	Noun
bump	“C1”	Verb
snooker	“C1”	Noun
duvet	“C1”	Noun
bang	“C1”	Noun
stitch	“C1”	Noun
bothered	“C1”	Adjective
bash	“C1”	Verb
spit	“C1”	Verb
peach	“C1”	Noun
token	“C1”	Noun
unbelievable	“C1”	Adjective
cardigan	“C1”	Noun
sponge	“C1”	Noun
ski	“C1”	Noun
nappy	“C1”	Noun
skinny	“C1”	Adjective
jug	“C1”	Noun
beard	“C1”	Noun
ankle	“C1”	Noun
goat	“C1”	Noun
march	“C1”	Noun
media	“C2”	Noun
well	“C2”	Exclamation
project	“C2”	Verb
detail	“C2”	Verb
structure	“C2”	Verb
respondent	“C2”	Noun
arena	“C2”	Noun
deprive	“C2”	Verb
charitable	“C2”	Adjective
sustainability	“C2”	Noun
animation	“C2”	Noun
expedition	“C2”	Noun
resemble	“C2”	Verb
broadly	“C2”	Adverb
circular	“C2”	Adjective
assert	“C2”	Verb
encounter	“C2”	Noun
competence	“C2”	Noun
mobility	“C2”	Noun
verify	“C2”	Verb
renewal	“C2”	Noun
albeit	“C2”	Conjunction
empower	“C2”	Verb
disappointment	“C2”	Noun
compound	“C2”	Noun
flee	“C2”	Verb
separation	“C2”	Noun
severely	“C2”	Adverb
trustee	“C2”	Noun
parallel	“C2”	Noun
constitution	“C2”	Noun
recycling	“C2”	Noun
collaborate	“C2”	Verb
assault	“C2”	Noun
dynamics	“C2”	Noun
mislead	“C2”	Verb
reservation	“C2”	Noun
molecular	“C2”	Adjective
insect	“C2”	Noun
terror	“C2”	Noun
consistency	“C2”	Noun
quotation	“C2”	Noun
ruling	“C2”	Noun
conceive	“C2”	Verb
manufacture	“C2”	Noun
comparative	“C2”	Adjective
screening	“C2”	Noun
broadcast	“C2”	Verb
enhancement	“C2”	Noun
positively	“C2”	Adverb
explosion	“C2”	Noun
comparable	“C2”	Adjective
coincide	“C2”	Verb
sculpture	“C2”	Noun
wireless	“C2”	Adjective
informed	“C2”	Adjective
retention	“C2”	Noun
service	“C2”	Verb
mysterious	“C2”	Adjective
instrumental	“C2”	Adjective
prevail	“C2”	Verb
withdrawal	“C2”	Noun
alliance	“C2”	Noun
prejudice	“C2”	Noun
transparent	“C2”	Adjective
manipulate	“C2”	Verb
welcome	“C2”	Noun
offender	“C2”	Noun
activate	“C2”	Verb
legendary	“C2”	Adjective
cooperation	“C2”	Noun
subject	“C2”	Verb
spacious	“C2”	Adjective
charm	“C2”	Noun
precede	“C2”	Verb
combat	“C2”	Verb
nearby	“C2”	Adverb
overwhelming	“C2”	Adjective
configure	“C2”	Verb
harmony	“C2”	Noun
prohibit	“C2”	Verb
fantasy	“C2”	Noun
continuity	“C2”	Noun
creator	“C2”	Noun
repeatedly	“C2”	Adverb
explicitly	“C2”	Adverb
revelation	“C2”	Noun
envisage	“C2”	Verb
similarity	“C2”	Noun
advocate	“C2”	Verb
threshold	“C2”	Noun
analyst	“C2”	Noun
amenity	“C2”	Noun
sailing	“C2”	Noun
probability	“C2”	Noun
archaeological	“C2”	Adjective
intent	“C2”	Noun
uncertain	“C2”	Adjective
revolutionary	“C2”	Adjective
substitute	“C2”	Noun
reside	“C2”	Verb
manuscript	“C2”	Noun
broadband	“C2”	Noun
texture	“C2”	Noun
memorial	“C2”	Noun
hospitality	“C2”	Noun
occupational	“C2”	Adjective
thereafter	“C2”	Adverb
lasting	“C2”	Adjective
recycle	“C2”	Verb
induction	“C2”	Noun
algorithm	“C2”	Noun
fragment	“C2”	Noun
vocal	“C2”	Noun
contrary	“C2”	Adjective
socially	“C2”	Adverb
dictate	“C2”	Verb
navigate	“C2”	Verb
solar	“C2”	Adjective
asylum	“C2”	Noun
collector	“C2”	Noun
suspension	“C2”	Noun
provoke	“C2”	Verb
defender	“C2”	Noun
moderate	“C2”	Adjective
refreshment	“C2”	Noun
accumulate	“C2”	Verb
healing	“C2”	Noun
presently	“C2”	Adverb
fame	“C2”	Noun
lesser	“C2”	Adjective
suspicion	“C2”	Noun
horizon	“C2”	Noun
immense	“C2”	Adjective
multimedia	“C2”	Noun
licensing	“C2”	Noun
tonne	“C2”	Noun
unity	“C2”	Noun
occurrence	“C2”	Noun
structured	“C2”	Adjective
doctrine	“C2”	Noun
contest	“C2”	Noun
prosecution	“C2”	Noun
wealthy	“C2”	Adjective
endure	“C2”	Verb
rewarding	“C2”	Adjective
reluctant	“C2”	Adjective
correspond	“C2”	Verb
counterpart	“C2”	Noun
justification	“C2”	Noun
regulator	“C2”	Noun
insufficient	“C2”	Adjective
adhere	“C2”	Verb
intimate	“C2”	Adjective
segment	“C2”	Noun
successor	“C2”	Noun
accountability	“C2”	Noun
inherent	“C2”	Adjective
disappointing	“C2”	Adjective
hugely	“C2”	Adverb
terminate	“C2”	Verb
frustration	“C2”	Noun
happiness	“C2”	Noun
harsh	“C2”	Adjective
demolish	“C2”	Verb
loyalty	“C2”	Noun
unacceptable	“C2”	Adjective
upgrade	“C2”	Noun
advocate	“C2”	Noun
celebrated	“C2”	Adjective
linear	“C2”	Adjective
estimated	“C2”	Adjective
dwelling	“C2”	Noun
incidence	“C2”	Noun
succession	“C2”	Noun
safeguard	“C2”	Verb
migration	“C2”	Noun
successive	“C2”	Adjective
immigration	“C2”	Noun
intake	“C2”	Noun
racial	“C2”	Adjective
millennium	“C2”	Noun
adequately	“C2”	Adverb
likelihood	“C2”	Noun
timely	“C2”	Adjective
ritual	“C2”	Noun
costly	“C2”	Adjective
temple	“C2”	Noun
km	“C2”	Abbreviation
intervene	“C2”	Verb
predominantly	“C2”	Adverb
reign	“C2”	Noun
clearance	“C2”	Noun
invention	“C2”	Noun
introductory	“C2”	Adjective
genius	“C2”	Noun
philosophical	“C2”	Adjective
inspector	“C2”	Noun
complementary	“C2”	Adjective
donor	“C2”	Noun
font	“C2”	Noun
authentic	“C2”	Adjective
illuminate	“C2”	Verb
subsidiary	“C2”	Noun
compelling	“C2”	Adjective
conform	“C2”	Verb
renowned	“C2”	Adjective
realm	“C2”	Noun
rotate	“C2”	Verb
resume	“C2”	Verb
lengthy	“C2”	Adjective
appraisal	“C2”	Noun
uncover	“C2”	Verb
overseas	“C2”	Adverb
laptop	“C2”	Noun
molecule	“C2”	Noun
diabetes	“C2”	Noun
coherent	“C2”	Adjective
terrorist	“C2”	Adjective
refurbish	“C2”	Verb
sphere	“C2”	Noun
willingness	“C2”	Noun
historically	“C2”	Adverb
remit	“C2”	Noun
scrutiny	“C2”	Noun
absent	“C2”	Adjective
strand	“C2”	Noun
organism	“C2”	Noun
notification	“C2”	Noun
definitive	“C2”	Adjective
omit	“C2”	Verb
outbreak	“C2”	Noun
distress	“C2”	Noun
precision	“C2”	Noun
sporting	“C2”	Adjective
predecessor	“C2”	Noun
diminish	“C2”	Verb
proven	“C2”	Adjective
constructive	“C2”	Adjective
promotional	“C2”	Adjective
specimen	“C2”	Noun
forbid	“C2”	Verb
preservation	“C2”	Noun
bizarre	“C2”	Adjective
discharge	“C2”	Noun
bombing	“C2”	Noun
inequality	“C2”	Noun
caution	“C2”	Noun
complicate	“C2”	Verb
exploitation	“C2”	Noun
visually	“C2”	Adverb
politically	“C2”	Adverb
concession	“C2”	Noun
hypothesis	“C2”	Noun
reform	“C2”	Verb
mapping	“C2”	Noun
annum	“C2”	Noun
bias	“C2”	Noun
projection	“C2”	Noun
rational	“C2”	Adjective
discharge	“C2”	Verb
enlarge	“C2”	Verb
compromise	“C2”	Noun
favourable	“C2”	Adjective
exotic	“C2”	Adjective
conception	“C2”	Noun
jurisdiction	“C2”	Noun
directive	“C2”	Noun
awesome	“C2”	Adjective
acoustic	“C2”	Adjective
grasp	“C2”	Verb
defect	“C2”	Noun
interim	“C2”	Adjective
tropical	“C2”	Adjective
discourse	“C2”	Noun
inspiring	“C2”	Adjective
deed	“C2”	Noun
liaison	“C2”	Noun
seasonal	“C2”	Adjective
outset	“C2”	Noun
vendor	“C2”	Noun
proposition	“C2”	Noun
refusal	“C2”	Noun
promptly	“C2”	Adverb
alleged	“C2”	Adjective
motive	“C2”	Noun
distinguished	“C2”	Adjective
dedication	“C2”	Noun
original	“C2”	Noun
staff	“C2”	Verb
cognitive	“C2”	Adjective
disseminate	“C2”	Verb
compilation	“C2”	Noun
analytical	“C2”	Adjective
exemption	“C2”	Noun
imaginative	“C2”	Adjective
portal	“C2”	Noun
immune	“C2”	Adjective
Japanese	“C2”	Noun
patent	“C2”	Noun
contrary	“C2”	Noun
disclosure	“C2”	Noun
produce	“C2”	Noun
spatial	“C2”	Adjective
eager	“C2”	Adjective
dignity	“C2”	Noun
disruption	“C2”	Noun
blog	“C2”	Noun
rigorous	“C2”	Adjective
testimony	“C2”	Noun
childcare	“C2”	Noun
magnetic	“C2”	Adjective
steadily	“C2”	Adverb
thrive	“C2”	Verb
sensor	“C2”	Noun
eternal	“C2”	Adjective
accreditation	“C2”	Noun
demo	“C2”	Noun
optical	“C2”	Adjective
mainstream	“C2”	Noun
merger	“C2”	Noun
footage	“C2”	Noun
isolated	“C2”	Adjective
viewpoint	“C2”	Noun
promising	“C2”	Adjective
articulate	“C2”	Verb
characteristic	“C2”	Adjective
follower	“C2”	Noun
setup	“C2”	Noun
disadvantaged	“C2”	Adjective
remedy	“C2”	Noun
congratulation	“C2”	Noun
burial	“C2”	Noun
therapist	“C2”	Noun
remarkably	“C2”	Adverb
harmful	“C2”	Adjective
momentum	“C2”	Noun
transportation	“C2”	Noun
controller	“C2”	Noun
qualitative	“C2”	Adjective
uphold	“C2”	Verb
subscriber	“C2”	Noun
bibliography	“C2”	Noun
tolerance	“C2”	Noun
trained	“C2”	Adjective
deficit	“C2”	Noun
flourish	“C2”	Verb
prototype	“C2”	Noun
neglect	“C2”	Verb
bacterium	“C2”	Noun
temporarily	“C2”	Adverb
stance	“C2”	Noun
presenter	“C2”	Noun
span	“C2”	Noun
mandatory	“C2”	Adjective
validate	“C2”	Verb
endeavour	“C2”	Verb
invade	“C2”	Verb
syndrome	“C2”	Noun
lodge	“C2”	Verb
deployment	“C2”	Noun
critically	“C2”	Adverb
immigrant	“C2”	Noun
epic	“C2”	Noun
